organization	experiment	study	study_title	sci_name	accession	pub_date
University of Arizona	SRX3315371	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206016	2020-12-31 00:00:28
University of Arizona	SRX3315370	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206017	2020-12-31 00:00:28
University of Arizona	SRX3315369	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206018	2020-12-31 00:00:28
University of Arizona	SRX3315368	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206019	2020-12-31 00:00:28
University of Arizona	SRX3315367	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206020	2020-12-31 00:00:28
University of Arizona	SRX3315366	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206021	2020-12-31 00:00:28
University of Arizona	SRX3315365	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206022	2020-12-31 00:00:28
University of Arizona	SRX3315364	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206023	2020-12-31 00:00:28
University of Arizona	SRX3315363	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206024	2020-12-31 00:00:28
University of Arizona	SRX3315362	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206025	2020-12-31 00:00:28
University of Arizona	SRX3315361	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206026	2020-12-31 00:00:28
University of Arizona	SRX3315360	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206027	2020-12-31 00:00:28
University of Arizona	SRX3315359	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206028	2020-12-31 00:00:28
University of Arizona	SRX3315358	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206029	2020-12-31 00:00:28
University of Arizona	SRX3315357	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206030	2020-12-31 00:00:28
University of Arizona	SRX3315356	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206031	2020-12-31 00:00:28
University of Arizona	SRX3315355	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206032	2020-12-31 00:00:28
University of Arizona	SRX3315354	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206033	2020-12-31 00:00:28
University of Arizona	SRX3315353	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206034	2020-12-31 00:00:28
University of Arizona	SRX3315352	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206035	2020-12-31 00:00:28
University of Arizona	SRX3315351	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206036	2020-12-31 00:00:28
University of Arizona	SRX3315350	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206037	2020-12-31 00:00:28
University of Arizona	SRX3315349	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206038	2020-12-31 00:00:28
University of Arizona	SRX3315348	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206039	2020-12-31 00:00:28
University of Arizona	SRX3315347	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206040	2020-12-31 00:00:28
University of Arizona	SRX3315346	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206041	2020-12-31 00:00:28
University of Arizona	SRX3315345	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206042	2020-12-31 00:00:28
University of Arizona	SRX3315344	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206043	2020-12-31 00:00:27
University of Arizona	SRX3315343	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206044	2020-12-31 00:00:27
University of Arizona	SRX3315342	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206045	2020-12-31 00:00:27
University of Arizona	SRX3315341	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206046	2020-12-31 00:00:27
University of Arizona	SRX3315340	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206047	2020-12-31 00:00:27
University of Arizona	SRX3315339	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206048	2020-12-31 00:00:27
University of Arizona	SRX3315338	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206049	2020-12-31 00:00:27
University of Arizona	SRX3315337	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206050	2020-12-31 00:00:27
University of Arizona	SRX3315336	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206051	2020-12-31 00:00:27
University of Arizona	SRX3315335	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206052	2020-12-31 00:00:27
University of Arizona	SRX3315334	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206053	2020-12-31 00:00:27
University of Arizona	SRX3315333	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206054	2020-12-31 00:00:27
University of Arizona	SRX3315332	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206055	2020-12-31 00:00:27
University of Arizona	SRX3315331	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206056	2020-12-31 00:00:27
University of Arizona	SRX3315330	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206057	2020-12-31 00:00:27
University of Arizona	SRX3315329	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206058	2020-12-31 00:00:27
University of Arizona	SRX3315328	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206059	2020-12-31 00:00:27
University of Arizona	SRX3315327	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206060	2020-12-31 00:00:27
University of Arizona	SRX3315326	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206061	2020-12-31 00:00:27
University of Arizona	SRX3315325	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206062	2020-12-31 00:00:27
University of Arizona	SRX3315324	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206063	2020-12-31 00:00:27
University of Arizona	SRX3315323	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206064	2020-12-31 00:00:27
University of Arizona	SRX3315322	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206065	2020-12-31 00:00:27
University of Arizona	SRX3315321	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206066	2020-12-31 00:00:27
University of Arizona	SRX3315320	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206067	2020-12-31 00:00:27
University of Arizona	SRX3315319	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206068	2020-12-31 00:00:27
University of Arizona	SRX3315318	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206069	2020-12-31 00:00:27
University of Arizona	SRX3315317	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206070	2020-12-31 00:00:27
University of Arizona	SRX3315316	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206071	2020-12-31 00:00:27
University of Arizona	SRX3315315	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206072	2020-12-31 00:00:27
University of Arizona	SRX3315314	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206073	2020-12-31 00:00:27
University of Arizona	SRX3315313	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206074	2020-12-31 00:00:27
University of Arizona	SRX3315312	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206075	2020-12-31 00:00:27
University of Arizona	SRX3315311	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206076	2020-12-31 00:00:27
University of Arizona	SRX3315310	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206077	2020-12-31 00:00:27
University of Arizona	SRX3315309	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206078	2020-12-31 00:00:27
University of Arizona	SRX3315308	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206079	2020-12-31 00:00:27
University of Arizona	SRX3315307	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206080	2020-12-31 00:00:27
University of Arizona	SRX3315306	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206081	2020-12-31 00:00:26
University of Arizona	SRX3315305	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206082	2020-12-31 00:00:26
University of Arizona	SRX3315304	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206083	2020-12-31 00:00:26
University of Arizona	SRX3315303	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206084	2020-12-31 00:00:26
University of Arizona	SRX3315302	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206085	2020-12-31 00:00:26
University of Arizona	SRX3315301	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206086	2020-12-31 00:00:26
University of Arizona	SRX3315300	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206087	2020-12-31 00:00:26
University of Arizona	SRX3315299	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206088	2020-12-31 00:00:26
University of Arizona	SRX3315298	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206089	2020-12-31 00:00:26
University of Arizona	SRX3315297	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206090	2020-12-31 00:00:26
University of Arizona	SRX3315296	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206091	2020-12-31 00:00:26
University of Arizona	SRX3315295	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206092	2020-12-31 00:00:26
University of Arizona	SRX3315294	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206093	2020-12-31 00:00:26
University of Arizona	SRX3315293	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206094	2020-12-31 00:00:26
University of Arizona	SRX3315292	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206095	2020-12-31 00:00:26
University of Arizona	SRX3315291	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206096	2020-12-31 00:00:26
University of Arizona	SRX3315290	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206097	2020-12-31 00:00:26
University of Arizona	SRX3315289	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206098	2020-12-31 00:00:26
University of Arizona	SRX3315288	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206099	2020-12-31 00:00:26
University of Arizona	SRX3315287	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206100	2020-12-31 00:00:26
University of Arizona	SRX3315286	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206101	2020-12-31 00:00:26
University of Arizona	SRX3315285	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206102	2020-12-31 00:00:26
University of Arizona	SRX3315284	SRP121077	Soybean (Glycine max cv. Jidou 17) genome sequencing and assembly	Glycine max	SRR6206103	2020-12-31 00:00:26
RWTH Aachen	ERX2233447	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177084	2017-10-21 03:41:43
RWTH Aachen	ERX2233446	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177083	2017-10-21 03:41:43
RWTH Aachen	ERX2233445	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177082	2017-10-21 03:41:43
RWTH Aachen	ERX2233444	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177081	2017-10-21 03:41:43
RWTH Aachen	ERX2233443	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177080	2017-10-21 03:41:43
RWTH Aachen	ERX2233442	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177079	2017-10-21 03:41:43
RWTH Aachen	ERX2233441	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177078	2017-10-21 03:41:43
RWTH Aachen	ERX2233440	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177077	2017-10-21 03:41:43
RWTH Aachen	ERX2233439	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177076	2017-10-21 03:41:43
RWTH Aachen	ERX2233438	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177075	2017-10-21 03:41:43
RWTH Aachen	ERX2233437	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177074	2017-10-21 03:41:43
RWTH Aachen	ERX2233436	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177073	2017-10-21 03:41:43
RWTH Aachen	ERX2233435	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177072	2017-10-21 03:41:43
RWTH Aachen	ERX2233434	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177071	2017-10-21 03:41:43
RWTH Aachen	ERX2233433	ERP021851	Sequencing the gigabase plant genome of the wild tomato species Solanum pennellii using Oxford Nanopore single molecule sequencing	Solanum pennellii	ERR2177070	2017-10-21 03:41:43
Yunnan Agricultural University	SRX3286169	SRP119977	Oryza meyeriana var. granulata Genome sequencing and assembly	Oryza meyeriana var. granulata	SRR6179873	2018-04-01 00:04:45
MPI FOR DEVELOPMENTAL BIOLOGY	ERX2229816	ERP023503	High contiguity Arabidopsis thaliana genome with a single nanopore flow cell	Arabidopsis thaliana	ERR2173373	2017-10-14 08:13:43
MPI FOR DEVELOPMENTAL BIOLOGY	ERX2229814	ERP023503	High contiguity Arabidopsis thaliana genome with a single nanopore flow cell	Arabidopsis thaliana	ERR2173371	2017-10-14 08:13:43
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280064	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169177	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280063	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169178	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280062	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169179	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280061	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169180	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280060	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169181	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280059	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169182	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280058	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169183	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280057	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169184	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280056	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169185	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280055	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169186	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280054	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169187	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280053	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169188	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280052	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169189	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280051	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169190	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280050	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169191	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280049	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169192	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280048	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169193	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280047	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169194	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280046	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169195	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280045	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169196	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280044	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169197	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280043	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169198	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280042	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169199	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280041	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169200	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280040	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169201	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280039	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169202	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280038	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169203	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280037	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169204	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280036	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169205	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280035	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169206	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280034	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169207	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280033	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169208	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280032	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169209	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280031	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169210	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280030	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169211	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280029	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169212	2018-03-15 00:05:20
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280028	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169213	2018-03-15 00:05:19
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280027	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169214	2018-03-15 00:05:19
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280026	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169215	2018-03-15 00:05:19
Laboratoire des Interactions Plantes-Microorganismes 	SRX3280025	SRP119907	Rosa chinensis cultivar:Old Blush Genome sequencing and assembly	Rosa chinensis	SRR6169216	2018-03-15 00:05:19
Theragen Etex Bio Institute	SRX3277367	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166461	2017-10-12 20:32:11
Theragen Etex Bio Institute	SRX3277366	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166462	2017-10-12 20:34:11
Theragen Etex Bio Institute	SRX3277365	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166463	2017-10-12 20:34:11
Theragen Etex Bio Institute	SRX3277364	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166464	2017-10-12 20:34:11
Theragen Etex Bio Institute	SRX3277363	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166465	2017-10-12 20:34:11
Theragen Etex Bio Institute	SRX3277362	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166466	2017-10-12 20:32:11
Theragen Etex Bio Institute	SRX3277361	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166467	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277360	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166468	2017-10-12 20:32:11
Theragen Etex Bio Institute	SRX3277359	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166469	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277358	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166470	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277357	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166471	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277356	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166472	2017-10-12 20:32:11
Theragen Etex Bio Institute	SRX3277355	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166473	2017-10-12 20:36:29
Theragen Etex Bio Institute	SRX3277354	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166474	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277353	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166475	2017-10-12 20:36:29
Theragen Etex Bio Institute	SRX3277352	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166476	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277351	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166477	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277350	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166478	2017-10-12 20:35:11
Theragen Etex Bio Institute	SRX3277349	SRP119711	Fagopyrum tataricum Genome sequencing and assembly	Fagopyrum tataricum	SRR6166479	2017-10-12 20:35:11
